-181.758, 62.901, 3.367,  7.606
-181.757, 62.789, 3.344,  7.639
-181.757, 62.679, 3.316,  7.672
-181.757, 62.569, 3.297,  7.705
-181.755, 62.459, 3.300,  7.738
-181.752, 62.348, 3.324,  7.771
-181.749, 62.237, 3.353,  7.804
-181.746, 62.125, 3.362,  7.837
-181.746, 62.013, 3.341,  7.870
-181.744, 61.903, 3.313,  7.903
-181.741, 61.793, 3.295,  7.936
-181.738, 61.683, 3.298,  7.969
-181.736, 61.573, 3.326,  8.002
-181.733, 61.461, 3.365,  8.035
-181.732, 61.348, 3.387,  8.068
-181.730, 61.235, 3.385,  8.101
-181.727, 61.122, 3.373,  8.134
-181.727, 61.010, 3.364,  8.167
-181.724, 60.898, 3.377,  8.200
-181.722, 60.784, 3.408,  8.233
-181.721, 60.670, 3.433,  8.266
-181.719, 60.555, 3.440,  8.299
-181.719, 60.441, 3.431,  8.332
-181.717, 60.326, 3.428,  8.365
-181.717, 60.212, 3.442,  8.398
-181.715, 60.096, 3.475,  8.431
-181.715, 59.979, 3.508,  8.464
-181.713, 59.862, 3.521,  8.497
-181.711, 59.745, 3.508,  8.530
-181.709, 59.629, 3.488,  8.563
-181.708, 59.513, 3.476,  8.596
-181.706, 59.397, 3.487,  8.629
-181.706, 59.280, 3.524,  8.662
-181.707, 59.161, 3.575,  8.695
-181.707, 59.040, 3.615,  8.728
-181.708, 58.919, 3.622,  8.761
-181.708, 58.799, 3.599,  8.794
-181.709, 58.680, 3.567,  8.827
-181.710, 58.562, 3.544,  8.860
-181.709, 58.444, 3.542,  8.893
-181.708, 58.326, 3.570,  8.926
-181.706, 58.205, 3.624,  8.959
-181.705, 58.083, 3.676,  8.992
-181.705, 57.959, 3.701,  9.025
-181.705, 57.836, 3.694,  9.058
-181.706, 57.713, 3.674,  9.091
-181.705, 57.592, 3.659,  9.124
-181.704, 57.470, 3.663,  9.157
-181.704, 57.347, 3.694,  9.190
-181.703, 57.222, 3.749,  9.223
-181.704, 57.096, 3.802,  9.256
-181.703, 56.968, 3.829,  9.289
-181.701, 56.840, 3.822,  9.322
-181.700, 56.714, 3.802,  9.355
-181.700, 56.587, 3.786,  9.388
-181.700, 56.461, 3.788,  9.421
-181.700, 56.335, 3.818,  9.454
-181.698, 56.206, 3.873,  9.487
-181.697, 56.075, 3.933,  9.520
-181.695, 55.942, 3.975,  9.553
-181.693, 55.809, 3.988,  9.586
-181.693, 55.676, 3.992,  9.619
-181.692, 55.543, 4.003,  9.652
-181.692, 55.409, 4.033,  9.685
-181.691, 55.273, 4.082,  9.718
-181.691, 55.136, 4.130,  9.751
-181.692, 54.997, 4.155,  9.784
-181.691, 54.859, 4.150,  9.817
-181.689, 54.721, 4.136,  9.850
-181.688, 54.584, 4.129,  9.883
-181.688, 54.446, 4.140,  9.916
-181.688, 54.307, 4.180,  9.949
-181.689, 54.166, 4.240,  9.982
-181.690, 54.023, 4.295, 10.015
-181.690, 53.879, 4.322, 10.048
-181.690, 53.735, 4.314, 10.081
-181.689, 53.592, 4.290, 10.114
-181.688, 53.450, 4.270, 10.147
-181.689, 53.308, 4.265, 10.180
-181.689, 53.165, 4.287, 10.213
-181.690, 53.021, 4.333, 10.246
-181.690, 52.876, 4.376, 10.279
-181.691, 52.729, 4.395, 10.312
-181.692, 52.583, 4.380, 10.345
-181.693, 52.438, 4.352, 10.378
-181.692, 52.294, 4.328, 10.411
-181.693, 52.150, 4.321, 10.444
-181.693, 52.006, 4.342, 10.477
-181.694, 51.860, 4.386, 10.510
-181.693, 51.712, 4.430, 10.543
-181.692, 51.564, 4.453, 10.576
-181.691, 51.415, 4.444, 10.609
-181.690, 51.268, 4.423, 10.642
-181.689, 51.121, 4.407, 10.675
-181.689, 50.974, 4.408, 10.708
-181.690, 50.827, 4.437, 10.741
-181.689, 50.677, 4.487, 10.774
-181.688, 50.526, 4.533, 10.807
-181.688, 50.374, 4.553, 10.840
-181.687, 50.223, 4.538, 10.873
-181.686, 50.073, 4.509, 10.906
-181.685, 49.923, 4.482, 10.939
-181.683, 49.775, 4.472, 10.972
-181.682, 49.625, 4.489, 11.005
-181.680, 49.474, 4.534, 11.038
-181.678, 49.322, 4.594, 11.071
-181.678, 49.167, 4.644, 11.104
-181.677, 49.011, 4.665, 11.137
-181.675, 48.856, 4.651, 11.170
-181.675, 48.702, 4.622, 11.203
-181.674, 48.549, 4.594, 11.236
-181.672, 48.396, 4.583, 11.269
-181.672, 48.243, 4.598, 11.302
-181.672, 48.089, 4.642, 11.335
-181.671, 47.932, 4.702, 11.368
-181.670, 47.774, 4.757, 11.401
-181.668, 47.614, 4.784, 11.434
-181.667, 47.455, 4.774, 11.467
-181.665, 47.297, 4.747, 11.500
-181.665, 47.139, 4.721, 11.533
-181.665, 46.983, 4.710, 11.566
-181.664, 46.826, 4.724, 11.599
-181.663, 46.667, 4.767, 11.632
-181.662, 46.506, 4.826, 11.665
-181.661, 46.344, 4.879, 11.698
-181.660, 46.180, 4.905, 11.731
-181.658, 46.017, 4.903, 11.764
-181.658, 45.854, 4.891, 11.797
-181.657, 45.691, 4.885, 11.830
-181.656, 45.528, 4.899, 11.863
-181.657, 45.364, 4.938, 11.896
-181.656, 45.198, 4.994, 11.929
-181.654, 45.029, 5.046, 11.962
-181.653, 44.860, 5.074, 11.995
-181.651, 44.691, 5.078, 12.028
-181.650, 44.522, 5.078, 12.061
-181.648, 44.353, 5.087, 12.094
-181.646, 44.183, 5.110, 12.127
-181.645, 44.012, 5.130, 12.160
-181.644, 43.840, 5.147, 12.193
-181.644, 43.668, 5.181, 12.226
-181.643, 43.494, 5.233, 12.259
-181.642, 43.318, 5.291, 12.292
-181.641, 43.140, 5.341, 12.325
-181.640, 42.961, 5.365, 12.358
-181.638, 42.782, 5.370, 12.391
-181.637, 42.603, 5.369, 12.424
-181.635, 42.425, 5.370, 12.457
-181.633, 42.246, 5.383, 12.490
-181.631, 42.066, 5.413, 12.523
-181.630, 41.884, 5.459, 12.556
-181.628, 41.700, 5.511, 12.589
-181.627, 41.516, 5.552, 12.622
-181.625, 41.330, 5.566, 12.655
-181.625, 41.145, 5.565, 12.688
-181.625, 40.960, 5.559, 12.721
-181.623, 40.775, 5.560, 12.754
-181.622, 40.589, 5.575, 12.787
-181.620, 40.403, 5.607, 12.820
-181.620, 40.214, 5.657, 12.853
-181.620, 40.024, 5.707, 12.886
-181.620, 39.833, 5.738, 12.919
-181.619, 39.642, 5.739, 12.952
-181.619, 39.451, 5.721, 12.985
-181.618, 39.261, 5.698, 13.018
-181.617, 39.072, 5.678, 13.051
-181.615, 38.884, 5.669, 13.084
-181.614, 38.695, 5.678, 13.117
-181.612, 38.505, 5.705, 13.150
-181.611, 38.314, 5.749, 13.183
-181.610, 38.121, 5.795, 13.216
-181.609, 37.926, 5.822, 13.249
-181.609, 37.732, 5.818, 13.282
-181.608, 37.539, 5.797, 13.315
-181.607, 37.347, 5.771, 13.348
-181.606, 37.156, 5.748, 13.381
-181.605, 36.965, 5.737, 13.414
-181.605, 36.773, 5.744, 13.447
-181.605, 36.581, 5.770, 13.480
-181.605, 36.388, 5.812, 13.513
-181.605, 36.193, 5.863, 13.546
-181.604, 35.996, 5.907, 13.579
-181.603, 35.798, 5.928, 13.612
-181.603, 35.600, 5.929, 13.645
-181.604, 35.403, 5.924, 13.678
-181.604, 35.206, 5.923, 13.711
-181.603, 35.008, 5.936, 13.744
-181.603, 34.810, 5.966, 13.777
-181.602, 34.610, 6.013, 13.810
-181.600, 34.408, 6.068, 13.843
-181.600, 34.204, 6.114, 13.876
-181.600, 33.999, 6.134, 13.909
-181.600, 33.795, 6.136, 13.942
-181.599, 33.591, 6.133, 13.975
-181.599, 33.386, 6.137, 14.008
-181.598, 33.182, 6.155, 14.041
-181.597, 32.976, 6.192, 14.074
-181.596, 32.768, 6.246, 14.107
-181.595, 32.558, 6.302, 14.140
-181.594, 32.347, 6.342, 14.173
-181.593, 32.135, 6.348, 14.206
-181.592, 31.924, 6.335, 14.239
-181.590, 31.714, 6.316, 14.272
-181.589, 31.504, 6.303, 14.305
-181.588, 31.294, 6.305, 14.338
-181.588, 31.084, 6.326, 14.371
-181.587, 30.872, 6.367, 14.404
-181.587, 30.658, 6.424, 14.437
-181.586, 30.442, 6.488, 14.470
-181.586, 30.224, 6.537, 14.503
-181.586, 30.006, 6.553, 14.536
-181.586, 29.787, 6.551, 14.569
-181.586, 29.569, 6.543, 14.602
-181.586, 29.352, 6.542, 14.635
-181.587, 29.134, 6.557, 14.668
-181.587, 28.914, 6.591, 14.701
-181.588, 28.693, 6.645, 14.734
-181.588, 28.470, 6.716, 14.767
-181.588, 28.244, 6.782, 14.800
-181.588, 28.016, 6.819, 14.833
-181.587, 27.789, 6.814, 14.866
-181.586, 27.563, 6.786, 14.899
-181.586, 27.338, 6.750, 14.932
-181.586, 27.115, 6.718, 14.965
-181.586, 26.892, 6.699, 14.998
-181.585, 26.669, 6.701, 15.031
-181.585, 26.445, 6.724, 15.064
-181.584, 26.220, 6.765, 15.097
-181.584, 25.993, 6.827, 15.130
-181.585, 25.763, 6.902, 15.163
-181.585, 25.530, 6.968, 15.196
-181.585, 25.297, 7.007, 15.229
-181.585, 25.063, 7.019, 15.262
-181.584, 24.829, 7.019, 15.295
-181.584, 24.595, 7.023, 15.328
-181.584, 24.361, 7.042, 15.361
-181.583, 24.125, 7.078, 15.394
-181.582, 23.888, 7.131, 15.427
-181.581, 23.648, 7.195, 15.460
-181.579, 23.407, 7.254, 15.493
-181.578, 23.164, 7.295, 15.526
-181.578, 22.920, 7.322, 15.559
-181.576, 22.675, 7.349, 15.592
-181.576, 22.429, 7.387, 15.625
-181.575, 22.182, 7.441, 15.658
-181.575, 21.932, 7.503, 15.691
-181.573, 21.680, 7.555, 15.724
-181.572, 21.428, 7.584, 15.757
-181.572, 21.175, 7.597, 15.790
-181.571, 20.921, 7.611, 15.823
-181.570, 20.667, 7.635, 15.856
-181.570, 20.412, 7.676, 15.889
-181.569, 20.154, 7.728, 15.922
-181.569, 19.896, 7.771, 15.955
-181.569, 19.636, 7.790, 15.988
-181.569, 19.376, 7.798, 16.021
-181.569, 19.116, 7.809, 16.054
-181.568, 18.855, 7.834, 16.087
-181.568, 18.593, 7.875, 16.120
-181.568, 18.330, 7.925, 16.153
-181.568, 18.064, 7.966, 16.186
-181.568, 17.798, 7.981, 16.219
-181.567, 17.533, 7.973, 16.252
-181.566, 17.267, 7.958, 16.285
-181.566, 17.003, 7.949, 16.318
-181.566, 16.738, 7.958, 16.351
-181.566, 16.472, 7.985, 16.384
-181.566, 16.205, 8.025, 16.417
-181.566, 15.936, 8.060, 16.450
-181.565, 15.667, 8.075, 16.483
-181.564, 15.398, 8.073, 16.516
-181.563, 15.129, 8.070, 16.549
-181.562, 14.860, 8.078, 16.582
-181.561, 14.590, 8.103, 16.615
-181.559, 14.319, 8.141, 16.648
-181.559, 14.047, 8.176, 16.681
-181.557, 13.774, 8.194, 16.714
-181.557, 13.501, 8.196, 16.747
-181.555, 13.227, 8.197, 16.780
-181.555, 12.954, 8.209, 16.813
-181.554, 12.680, 8.238, 16.846
-181.553, 12.404, 8.279, 16.879
-181.552, 12.127, 8.316, 16.912
-181.550, 11.849, 8.335, 16.945
-181.549, 11.571, 8.343, 16.978
-181.547, 11.293, 8.352, 17.011
-181.546, 11.014, 8.374, 17.044
-181.544, 10.734, 8.411, 17.077
-181.542, 10.452, 8.458, 17.110
-181.541, 10.169, 8.496, 17.143
-181.539, 9.885, 8.510, 17.176
-181.538, 9.602, 8.515, 17.209
-181.537, 9.318, 8.522, 17.242
-181.536, 9.033, 8.544, 17.275
-181.534, 8.748, 8.581, 17.308
-181.533, 8.460, 8.627, 17.341
-181.533, 8.171, 8.670, 17.374
-181.532, 7.882, 8.699, 17.407
-181.532, 7.591, 8.720, 17.440
-181.531, 7.300, 8.745, 17.473
-181.531, 7.007, 8.782, 17.506
-181.529, 6.713, 8.829, 17.539
-181.528, 6.418, 8.874, 17.572
-181.527, 6.121, 8.907, 17.605
-181.526, 5.823, 8.932, 17.638
-181.525, 5.525, 8.960, 17.671
-181.523, 5.225, 9.000, 17.704
-181.522, 4.924, 9.049, 17.737
-181.520, 4.621, 9.093, 17.770
-181.519, 4.317, 9.123, 17.803
-181.517, 4.013, 9.148, 17.836
-181.516, 3.707, 9.179, 17.869
-181.515, 3.400, 9.222, 17.902
-181.513, 3.091, 9.273, 17.935
-181.511, 2.781, 9.314, 17.968
-181.510, 2.470, 9.337, 18.001
-181.508, 2.158, 9.353, 18.034
-181.506, 1.846, 9.376, 18.067
-181.505, 1.533, 9.410, 18.100
-181.504, 1.218, 9.455, 18.133
-181.502, 0.902, 9.501, 18.166
-181.501, 0.584, 9.537, 18.199
-181.499, 0.266, 9.557, 18.232
-181.497, -0.053, 9.576, 18.265
-181.495, -0.373, 9.604, 18.298
-181.493, -0.694, 9.643, 18.331
-181.491, -1.017, 9.690, 18.364
-181.489, -1.341, 9.730, 18.397
-181.487, -1.666, 9.756, 18.430
-181.485, -1.992, 9.779, 18.463
-181.484, -2.318, 9.809, 18.496
-181.482, -2.646, 9.851, 18.529
-181.481, -2.976, 9.899, 18.562
-181.480, -3.307, 9.937, 18.595
-181.479, -3.639, 9.956, 18.628
-181.477, -3.971, 9.970, 18.661
-181.476, -4.304, 9.989, 18.694
-181.474, -4.637, 10.020, 18.727
-181.473, -4.972, 10.062, 18.760
-181.471, -5.309, 10.109, 18.793
-181.469, -5.647, 10.145, 18.826
-181.468, -5.986, 10.165, 18.859
-181.466, -6.325, 10.181, 18.892
-181.465, -6.665, 10.205, 18.925
-181.463, -7.006, 10.240, 18.958
-181.462, -7.348, 10.283, 18.991
-181.461, -7.692, 10.328, 19.024
-181.459, -8.037, 10.363, 19.057
-181.458, -8.383, 10.387, 19.090
-181.457, -8.730, 10.412, 19.123
-181.456, -9.078, 10.447, 19.156
-181.454, -9.427, 10.489, 19.189
-181.453, -9.778, 10.535, 19.222
-181.452, -10.130, 10.572, 19.255
-181.451, -10.484, 10.600, 19.288
-181.449, -10.838, 10.629, 19.321
-181.448, -11.193, 10.667, 19.354
-181.447, -11.549, 10.711, 19.387
-181.446, -11.908, 10.753, 19.420
-181.445, -12.267, 10.787, 19.453
-181.444, -12.627, 10.816, 19.486
-181.443, -12.989, 10.852, 19.519
-181.442, -13.351, 10.895, 19.552
-181.440, -13.716, 10.941, 19.585
-181.439, -14.082, 10.978, 19.618
-181.438, -14.448, 11.006, 19.651
-181.437, -14.816, 11.036, 19.684
-181.436, -15.185, 11.075, 19.717
-181.435, -15.555, 11.119, 19.750
-181.434, -15.927, 11.162, 19.783
-181.433, -16.300, 11.196, 19.816
-181.432, -16.674, 11.225, 19.849
-181.431, -17.048, 11.258, 19.882
-181.430, -17.425, 11.299, 19.915
-181.428, -17.803, 11.345, 19.948
-181.427, -18.182, 11.385, 19.981
-181.426, -18.562, 11.415, 20.014
-181.424, -18.943, 11.447, 20.047
-181.422, -19.326, 11.486, 20.080
-181.421, -19.710, 11.531, 20.113
-181.419, -20.095, 11.576, 20.146
-181.418, -20.482, 11.612, 20.179
-181.416, -20.870, 11.642, 20.212
-181.415, -21.259, 11.676, 20.245
-181.413, -21.649, 11.717, 20.278
-181.411, -22.041, 11.763, 20.311
-181.409, -22.434, 11.806, 20.344
-181.407, -22.828, 11.840, 20.377
-181.405, -23.224, 11.871, 20.410
-181.403, -23.620, 11.909, 20.443
-181.401, -24.019, 11.953, 20.476
-181.399, -24.418, 11.999, 20.509
-181.397, -24.819, 12.039, 20.542
-181.395, -25.221, 12.072, 20.575
-181.392, -25.625, 12.109, 20.608
-181.390, -26.029, 12.152, 20.641
-181.388, -26.436, 12.199, 20.674
-181.386, -26.843, 12.241, 20.707
-181.383, -27.252, 12.276, 20.740
-181.381, -27.662, 12.312, 20.773
-181.378, -28.074, 12.354, 20.806
-181.376, -28.487, 12.401, 20.839
-181.374, -28.901, 12.445, 20.872
-181.372, -29.317, 12.482, 20.905
-181.369, -29.734, 12.519, 20.938
-181.366, -30.152, 12.562, 20.971
-181.364, -30.572, 12.610, 21.004
-181.361, -30.994, 12.654, 21.037
-181.358, -31.417, 12.693, 21.070
-181.356, -31.841, 12.732, 21.103
-181.354, -32.266, 12.777, 21.136
-181.351, -32.693, 12.826, 21.169
-181.348, -33.122, 12.870, 21.202
-181.345, -33.552, 12.909, 21.235
-181.343, -33.983, 12.947, 21.268
-181.340, -34.416, 12.992, 21.301
-181.337, -34.850, 13.040, 21.334
-181.335, -35.286, 13.087, 21.367
-181.332, -35.723, 13.128, 21.400
-181.329, -36.162, 13.167, 21.433
-181.326, -36.602, 13.210, 21.466
-181.324, -37.044, 13.259, 21.499
-181.321, -37.487, 13.307, 21.532
-181.318, -37.931, 13.349, 21.565
-181.315, -38.377, 13.387, 21.598
-181.312, -38.825, 13.430, 21.631
-181.310, -39.273, 13.478, 21.664
-181.308, -39.724, 13.529, 21.697
-181.305, -40.176, 13.574, 21.730
-181.303, -40.630, 13.613, 21.763
-181.301, -41.084, 13.653, 21.796
-181.298, -41.541, 13.699, 21.829
-181.295, -41.999, 13.749, 21.862
-181.293, -42.458, 13.798, 21.895
-181.290, -42.919, 13.843, 21.928
-181.287, -43.382, 13.884, 21.961
-181.284, -43.846, 13.929, 21.994
-181.281, -44.311, 13.979, 22.027
-181.278, -44.778, 14.031, 22.060
-181.275, -45.247, 14.078, 22.093
-181.272, -45.718, 14.120, 22.126
-181.269, -46.189, 14.164, 22.159
-181.266, -46.663, 14.212, 22.192
-181.263, -47.138, 14.264, 22.225
-181.260, -47.615, 14.316, 22.258
-181.256, -48.093, 14.362, 22.291
-181.253, -48.573, 14.404, 22.324
-181.250, -49.054, 14.450, 22.357
-181.247, -49.537, 14.500, 22.390
-181.244, -50.022, 14.553, 22.423
-181.241, -50.508, 14.603, 22.456
-181.238, -50.996, 14.649, 22.489
-181.236, -51.485, 14.697, 22.522
-181.233, -51.977, 14.748, 22.555
-181.230, -52.470, 14.802, 22.588
-181.227, -52.964, 14.852, 22.621
-181.223, -53.461, 14.898, 22.654
-181.221, -53.958, 14.947, 22.687
-181.217, -54.458, 15.000, 22.720
-181.214, -54.959, 15.053, 22.753
-181.211, -55.462, 15.103, 22.786
-181.208, -55.967, 15.151, 22.819
-181.205, -56.473, 15.201, 22.852
-181.201, -56.981, 15.255, 22.885
-181.198, -57.491, 15.309, 22.918
-181.194, -58.003, 15.359, 22.951
-181.191, -58.516, 15.407, 22.984
-181.187, -59.031, 15.457, 23.017
